State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Uttar Pradesh,2012,Rice,21.4,1872.5,85.0,5.3,135.8,57.1,63.8,0.91,163.0,451.14,2.77
Karnataka,2014,Groundnut,33.8,1209.9,71.0,5.91,79.1,44.0,38.9,1.37,307.8,220.7,0.72
Punjab,2017,Soybean,17.4,772.2,44.6,7.55,131.7,25.9,25.9,1.91,270.7,492.7,1.82
West Bengal,2010,Maize,23.0,2014.8,66.5,5.33,33.2,71.8,21.8,1.34,105.1,92.53,0.88
Karnataka,2021,Cotton,24.7,1756.9,88.2,6.87,33.2,47.3,26.4,0.36,313.0,142.12,0.45
Madhya Pradesh,2010,Wheat,30.6,2346.5,89.3,7.3,91.3,51.6,94.1,1.42,55.7,83.0,1.49
Madhya Pradesh,2016,Rice,19.0,455.3,68.5,7.12,104.7,79.3,24.8,0.26,241.1,550.14,2.28
Gujarat,2023,Maize,36.5,1640.5,83.2,7.33,39.9,79.0,75.1,1.0,360.2,729.84,2.03
West Bengal,2014,Sugarcane,26.2,648.4,42.0,7.33,81.4,51.0,26.6,1.3,275.0,8948.78,32.54
Punjab,2023,Cotton,37.9,2263.8,44.8,8.36,32.3,12.4,97.8,1.68,373.4,122.13,0.33
Uttar Pradesh,2014,Wheat,26.7,293.8,87.2,5.89,98.3,37.7,43.0,1.36,137.3,336.18,2.45
Madhya Pradesh,2010,Rice,21.9,1657.6,38.1,8.01,131.2,75.6,47.1,0.55,25.4,76.54,3.02
Uttar Pradesh,2018,Sugarcane,18.5,1988.2,41.5,4.59,115.9,30.2,46.4,2.34,28.9,1012.06,34.98
Madhya Pradesh,2010,Wheat,15.1,919.5,55.2,5.65,69.2,79.9,83.5,1.7,135.1,464.88,3.44
Punjab,2014,Soybean,28.3,2387.6,65.4,4.69,149.2,15.9,29.6,0.93,204.4,102.24,0.5
Karnataka,2019,Maize,17.7,2134.3,66.2,7.1,106.2,49.8,84.8,2.42,269.2,656.64,2.44
Maharashtra,2018,Soybean,24.8,771.8,47.5,4.9,126.0,46.1,69.1,2.23,379.1,704.31,1.86
Karnataka,2023,Maize,29.7,68.5,85.2,7.88,107.1,27.9,29.8,0.53,420.0,865.68,2.06
Madhya Pradesh,2013,Sugarcane,21.9,776.8,84.9,7.09,148.6,76.4,15.9,1.71,347.1,20586.21,59.3
Rajasthan,2022,Soybean,19.4,739.2,53.5,4.62,126.8,53.3,79.7,1.49,232.1,490.9,2.11
Maharashtra,2017,Maize,34.4,2230.4,56.1,7.36,87.5,26.1,29.7,0.64,133.0,169.76,1.28
Maharashtra,2015,Cotton,38.7,2419.4,72.1,7.95,67.7,36.9,90.0,0.74,214.5,149.91,0.7
Uttar Pradesh,2020,Sugarcane,17.5,222.6,69.8,7.14,108.7,60.5,21.7,1.5,137.4,4494.78,32.71
West Bengal,2012,Maize,18.9,1204.7,52.9,4.62,96.7,30.8,65.5,0.94,312.6,731.75,2.34
Uttar Pradesh,2013,Rice,39.0,1393.4,54.9,7.93,101.8,71.6,72.3,2.12,409.3,1658.73,4.05
Uttar Pradesh,2011,Maize,15.9,277.6,50.9,7.43,64.6,21.6,69.2,0.42,259.6,635.95,2.45
Rajasthan,2010,Soybean,39.4,974.9,44.1,6.01,75.7,28.5,38.4,2.3,23.9,31.4,1.32
Karnataka,2022,Cotton,15.1,826.9,57.5,5.81,92.6,20.1,88.8,2.13,469.9,773.38,1.65
Karnataka,2023,Wheat,36.8,1363.3,71.2,6.42,129.1,17.3,79.3,1.9,147.8,165.34,1.12
Tamil Nadu,2017,Wheat,22.7,1669.9,74.5,7.97,119.2,31.0,55.9,0.8,457.3,622.58,1.36
Madhya Pradesh,2010,Maize,38.5,1773.5,76.7,5.51,35.4,79.9,64.3,1.84,406.7,728.87,1.79
Rajasthan,2023,Wheat,22.9,385.0,52.5,4.9,51.9,16.6,61.0,1.21,207.1,228.37,1.1
Tamil Nadu,2022,Maize,31.4,2041.7,75.9,7.96,23.5,24.9,95.2,1.66,29.3,46.76,1.6
Punjab,2020,Cotton,17.0,1712.4,30.4,4.61,21.0,29.0,90.7,0.92,473.9,133.79,0.28
Madhya Pradesh,2010,Wheat,21.1,2228.2,58.6,8.14,49.2,53.3,31.2,2.12,329.9,254.22,0.77
Madhya Pradesh,2013,Soybean,34.3,1150.9,77.6,5.72,123.9,62.2,33.6,0.29,125.6,162.64,1.3
Gujarat,2019,Soybean,28.2,2240.0,67.8,6.53,137.6,62.6,98.3,1.79,267.2,487.65,1.82
Gujarat,2021,Rice,38.2,2171.1,58.4,5.03,70.9,10.6,31.3,2.11,318.0,284.47,0.89
Haryana,2019,Maize,25.7,1124.1,68.7,8.11,93.2,55.6,95.8,1.69,114.1,464.12,4.07
Haryana,2015,Wheat,36.7,983.8,84.4,7.5,111.8,54.2,68.5,0.64,47.7,81.33,1.71
Uttar Pradesh,2018,Soybean,26.2,2335.4,64.0,8.2,143.9,46.2,14.5,0.86,134.5,83.13,0.62
Punjab,2010,Groundnut,39.5,1802.2,78.0,7.23,138.7,36.5,40.2,1.38,24.8,16.18,0.65
Maharashtra,2016,Cotton,39.0,2324.2,88.8,5.24,27.4,65.8,52.9,0.96,35.9,11.16,0.31
Maharashtra,2019,Cotton,23.2,2002.6,72.3,5.73,52.3,34.1,85.0,0.21,79.1,48.28,0.61
Gujarat,2020,Groundnut,37.1,1542.8,64.4,6.45,26.4,26.1,39.6,0.29,80.0,20.47,0.26
Gujarat,2014,Groundnut,36.2,333.8,32.2,6.93,100.2,31.7,38.0,1.97,124.7,136.12,1.09
Gujarat,2021,Rice,20.3,764.1,52.5,8.21,112.4,40.8,92.8,0.39,468.8,1040.87,2.22
Rajasthan,2017,Cotton,30.6,2423.7,63.9,6.04,60.1,25.0,17.1,2.33,288.3,160.22,0.56
West Bengal,2023,Cotton,16.8,832.6,77.8,7.31,131.0,52.5,59.6,1.22,211.8,389.85,1.84
Haryana,2016,Wheat,35.9,278.5,56.3,8.34,78.9,71.9,55.4,1.94,282.3,483.47,1.71
Rajasthan,2013,Maize,19.4,1783.5,87.6,5.11,149.8,51.7,15.2,0.49,3.9,5.36,1.39
Karnataka,2013,Sugarcane,16.8,1848.3,46.3,7.95,20.1,41.3,17.9,2.33,447.5,12572.25,28.1
Maharashtra,2015,Cotton,25.0,749.4,74.7,6.18,34.2,65.8,44.4,0.28,266.6,397.6,1.49
Madhya Pradesh,2015,Cotton,29.4,779.3,55.1,7.43,59.2,62.4,22.1,0.3,226.4,339.64,1.5
Haryana,2018,Sugarcane,36.4,1198.8,59.2,5.67,23.3,35.7,53.0,0.33,470.9,12968.07,27.54
Tamil Nadu,2021,Cotton,39.4,103.4,78.2,5.84,121.7,52.3,64.8,0.44,365.5,443.26,1.21
Karnataka,2014,Wheat,26.0,1983.8,47.8,4.61,26.9,61.1,72.2,1.32,169.4,118.87,0.7
Haryana,2017,Wheat,16.5,826.9,35.8,8.39,117.4,27.2,59.2,2.01,468.1,899.07,1.92
Rajasthan,2014,Sugarcane,33.7,2141.7,61.2,7.75,26.8,35.6,44.2,0.86,426.1,15161.58,35.58
Punjab,2011,Soybean,29.1,2016.4,61.7,4.88,52.9,17.4,21.7,1.92,477.3,177.36,0.37
Madhya Pradesh,2015,Cotton,26.2,1670.4,77.8,8.5,129.4,79.1,32.3,1.98,49.0,41.18,0.84
Haryana,2018,Soybean,22.7,845.9,88.1,6.92,143.6,16.0,47.7,2.29,477.7,1038.57,2.17
West Bengal,2022,Cotton,27.6,1315.0,33.3,7.91,73.9,21.8,93.2,0.54,271.9,314.01,1.15
Gujarat,2012,Maize,23.5,1139.8,65.5,4.77,146.1,43.6,28.2,0.51,336.4,829.45,2.47
Gujarat,2010,Cotton,33.9,880.3,70.9,6.06,101.5,70.6,47.2,0.48,106.9,184.61,1.73
Madhya Pradesh,2010,Wheat,28.6,2127.9,89.1,7.18,74.1,34.9,75.9,1.03,71.1,92.54,1.3
Rajasthan,2022,Rice,36.9,1234.6,86.6,4.93,124.4,63.8,73.5,1.33,40.6,117.96,2.9
Gujarat,2012,Groundnut,28.6,2090.2,72.7,6.46,58.4,57.3,96.9,1.26,211.7,177.5,0.84
Haryana,2019,Rice,21.0,307.8,61.3,6.27,54.6,54.7,27.2,0.79,111.5,149.06,1.34
Tamil Nadu,2014,Rice,36.3,395.5,39.7,5.36,105.4,69.2,11.5,1.63,41.7,57.65,1.38
Maharashtra,2012,Rice,28.9,2444.4,53.1,5.7,70.8,11.0,39.0,0.98,477.6,719.77,1.51
Maharashtra,2018,Groundnut,20.2,1490.0,65.1,8.37,37.7,75.0,23.5,1.04,367.0,130.6,0.36
Karnataka,2017,Soybean,30.6,1298.9,73.5,5.65,28.7,68.0,59.4,0.44,259.4,252.29,0.97
Uttar Pradesh,2012,Groundnut,23.9,1331.7,68.1,5.35,122.4,75.7,90.9,1.56,371.9,250.63,0.67
Punjab,2018,Soybean,36.1,577.4,72.8,6.64,107.9,65.6,71.9,1.71,306.1,798.48,2.61
Madhya Pradesh,2022,Groundnut,26.3,1810.8,55.7,7.18,73.5,71.5,22.2,1.94,89.8,71.94,0.8
Karnataka,2015,Groundnut,33.2,257.7,73.7,7.4,136.5,24.2,20.4,2.28,317.1,315.86,1.0
Uttar Pradesh,2022,Cotton,17.4,1454.6,38.6,7.52,73.4,32.3,92.0,1.96,340.8,304.35,0.89
Rajasthan,2016,Soybean,24.9,1448.4,39.8,4.65,112.3,32.1,53.9,0.74,119.5,96.87,0.81
West Bengal,2013,Cotton,39.6,2289.8,39.8,6.08,138.2,17.6,93.1,0.74,160.8,121.7,0.76
West Bengal,2013,Maize,35.2,1339.1,83.5,7.6,129.3,61.1,76.3,2.3,192.3,941.76,4.9
Punjab,2021,Cotton,19.0,385.8,34.6,8.12,86.4,19.5,99.4,2.02,301.7,300.18,1.0
Gujarat,2022,Rice,21.9,1453.2,78.1,6.91,108.5,13.7,88.4,2.0,64.3,243.5,3.79
Haryana,2011,Sugarcane,23.2,273.8,44.0,4.71,73.8,64.3,47.3,1.86,372.0,7884.61,21.2
Karnataka,2014,Sugarcane,31.3,549.3,58.1,6.09,104.1,73.3,78.2,0.81,173.7,9820.68,56.55
Karnataka,2017,Wheat,33.9,126.2,85.0,4.8,53.5,63.5,52.4,2.15,346.2,403.06,1.16
Madhya Pradesh,2016,Wheat,33.7,1307.6,65.2,7.49,76.5,67.8,31.0,0.53,466.5,513.89,1.1
Madhya Pradesh,2016,Cotton,27.7,257.1,42.6,4.75,47.2,51.7,31.7,1.01,435.1,267.96,0.62
West Bengal,2015,Groundnut,35.3,1200.0,47.0,5.24,25.0,72.1,45.8,1.0,369.1,148.59,0.4
West Bengal,2012,Groundnut,25.9,2335.7,85.2,6.17,96.5,44.8,20.0,1.49,97.5,54.41,0.56
Tamil Nadu,2014,Sugarcane,18.1,1813.4,55.6,6.35,132.4,79.2,26.0,1.27,366.3,23099.45,63.06
Tamil Nadu,2022,Rice,29.1,239.7,65.2,6.13,23.3,17.2,55.1,1.26,318.3,457.86,1.44
Gujarat,2010,Soybean,38.8,599.3,57.6,6.35,45.5,66.6,95.9,1.47,386.5,904.25,2.34
Tamil Nadu,2016,Rice,34.8,1700.5,52.7,7.35,79.8,54.9,62.0,1.16,434.5,1420.43,3.27
Haryana,2018,Rice,29.5,2242.0,43.4,5.98,106.6,50.6,46.8,0.77,156.4,449.35,2.87
Haryana,2010,Cotton,31.2,130.7,71.2,6.69,42.3,60.8,31.8,1.73,322.5,324.83,1.01
Karnataka,2022,Cotton,38.3,2040.5,73.1,5.71,27.4,68.8,27.6,2.02,138.3,72.31,0.52
Maharashtra,2011,Maize,25.7,1426.4,46.5,5.91,87.5,70.4,69.3,1.3,173.8,742.67,4.27
Haryana,2012,Rice,23.3,1387.9,77.3,6.96,126.4,22.3,86.3,1.69,260.8,1119.3,4.29
Uttar Pradesh,2012,Groundnut,39.4,2396.6,81.3,6.46,24.6,23.8,45.9,1.43,217.6,63.99,0.29
West Bengal,2017,Groundnut,36.6,1881.7,85.2,7.39,65.4,11.1,59.6,0.34,300.7,104.57,0.35
Madhya Pradesh,2016,Rice,23.1,2132.8,39.7,6.74,106.3,19.2,73.6,1.17,379.6,979.35,2.58
Tamil Nadu,2015,Cotton,26.6,917.3,48.2,7.71,37.0,28.5,15.2,0.22,302.9,226.48,0.75
Karnataka,2019,Cotton,25.4,1408.2,81.6,6.27,50.7,60.5,41.6,1.72,484.9,464.96,0.96
Punjab,2019,Maize,18.7,1557.7,41.9,6.46,89.6,43.3,75.7,1.37,369.3,958.24,2.59
Madhya Pradesh,2020,Maize,38.9,837.9,30.2,7.18,143.9,63.1,71.6,0.49,492.5,2422.86,4.92
Uttar Pradesh,2013,Wheat,25.1,1447.1,82.2,5.38,57.4,44.1,14.8,1.45,372.0,176.98,0.48
Tamil Nadu,2018,Sugarcane,36.9,629.8,49.6,6.04,83.4,48.9,31.4,2.27,254.5,10037.35,39.45
Uttar Pradesh,2010,Rice,19.7,401.3,54.9,7.0,72.0,17.8,71.2,0.98,206.1,361.59,1.75
West Bengal,2020,Groundnut,28.7,966.2,56.8,4.62,136.7,64.4,34.4,2.46,368.1,456.01,1.24
West Bengal,2011,Rice,15.6,1861.3,80.9,6.25,29.3,63.1,83.3,2.41,343.9,993.63,2.89
Gujarat,2023,Maize,34.1,2294.7,50.3,6.9,93.6,31.5,12.7,2.01,334.7,392.77,1.17
Karnataka,2013,Maize,29.5,1171.4,83.5,8.37,130.0,33.0,27.1,2.07,361.2,942.82,2.61
Madhya Pradesh,2012,Wheat,30.6,1624.9,67.0,8.01,148.5,25.4,35.3,1.14,436.2,388.38,0.89
Rajasthan,2010,Sugarcane,16.3,302.4,61.6,5.62,110.8,67.0,93.3,1.13,114.7,4470.93,39.0
Rajasthan,2014,Wheat,20.3,2265.9,49.5,6.53,69.4,62.3,81.7,2.4,282.9,476.16,1.68
Madhya Pradesh,2016,Groundnut,16.9,1443.1,44.6,4.73,73.5,52.6,89.6,1.04,302.0,141.48,0.47
Punjab,2011,Sugarcane,22.2,1961.8,67.4,5.46,65.7,26.7,49.6,0.42,147.1,3291.12,22.37
Karnataka,2014,Soybean,30.7,1996.4,56.8,7.6,98.5,22.0,84.0,0.55,494.0,507.85,1.03
Uttar Pradesh,2015,Rice,29.2,678.4,84.6,4.99,116.1,13.5,86.8,1.83,393.0,911.12,2.32
Punjab,2020,Wheat,30.3,1346.5,59.5,5.53,126.5,13.2,46.0,1.08,161.3,179.67,1.11
Maharashtra,2016,Maize,28.7,2403.2,60.7,8.28,74.2,23.1,99.5,0.66,179.9,254.7,1.42
Madhya Pradesh,2010,Wheat,21.8,269.6,55.0,7.8,113.2,17.0,86.6,2.07,359.4,1002.79,2.79
Uttar Pradesh,2016,Soybean,21.1,1723.5,77.4,7.63,139.1,48.9,97.7,1.32,6.7,9.87,1.47
Rajasthan,2013,Wheat,18.4,2407.5,55.5,7.96,139.7,35.1,88.0,1.51,232.6,403.05,1.73
Haryana,2017,Rice,36.2,786.4,46.2,7.5,111.5,41.1,79.9,0.55,172.2,501.33,2.91
Gujarat,2022,Soybean,30.4,2160.5,81.7,4.98,102.8,51.6,94.9,0.64,427.1,276.94,0.65
Rajasthan,2013,Maize,19.7,2337.5,65.8,6.57,89.1,56.1,47.8,0.49,395.9,710.63,1.8
Karnataka,2015,Maize,19.4,1880.4,65.5,6.28,43.8,55.4,80.5,1.38,166.7,341.72,2.05
West Bengal,2018,Cotton,36.8,616.8,66.6,5.74,36.1,28.3,29.2,1.98,432.5,395.75,0.91
Haryana,2014,Soybean,33.6,868.3,73.1,7.84,83.1,66.7,76.0,1.88,456.9,1082.44,2.37
Gujarat,2023,Cotton,31.5,137.7,48.8,6.36,40.7,74.2,80.7,0.8,276.7,340.35,1.23
Gujarat,2021,Cotton,25.2,2087.1,32.0,4.74,95.0,32.1,74.5,2.16,80.5,46.09,0.57
Maharashtra,2013,Rice,21.5,2131.5,78.6,5.6,103.9,11.2,86.5,0.44,385.4,995.58,2.58
Maharashtra,2017,Wheat,39.5,1600.1,37.7,5.41,88.3,72.9,47.2,0.46,160.4,99.48,0.62
Tamil Nadu,2022,Maize,34.9,913.7,73.3,8.05,24.7,74.6,59.0,2.15,264.1,807.6,3.06
Rajasthan,2018,Maize,22.5,238.2,34.9,7.09,27.5,13.6,11.0,0.76,23.7,47.71,2.01
Rajasthan,2013,Wheat,36.2,1895.0,52.5,6.74,34.7,10.3,23.1,1.83,250.5,150.83,0.6
Rajasthan,2012,Maize,34.0,1830.0,33.8,6.53,40.0,67.1,68.0,0.22,190.8,357.66,1.88
Tamil Nadu,2017,Wheat,22.4,2285.9,61.3,7.1,148.7,31.1,60.6,0.42,343.3,511.71,1.49
Punjab,2023,Soybean,25.7,1839.8,69.2,7.52,64.8,74.0,27.8,1.6,21.4,19.28,0.9
Gujarat,2014,Rice,19.6,2080.3,40.3,6.72,58.0,25.2,31.9,0.62,312.8,510.51,1.63
Haryana,2011,Rice,17.8,1877.6,52.3,8.25,26.8,70.3,41.0,0.26,386.2,494.41,1.28
Karnataka,2019,Groundnut,33.1,1595.2,85.8,8.41,102.6,14.8,74.5,1.27,7.4,3.59,0.49
Gujarat,2018,Rice,21.7,1096.1,56.5,8.48,104.8,28.2,64.9,0.96,375.2,747.65,1.99
Maharashtra,2012,Wheat,35.5,2260.2,78.2,7.18,42.8,78.1,16.3,2.05,66.0,62.59,0.95
Uttar Pradesh,2021,Groundnut,39.9,1644.9,85.6,8.23,139.5,26.2,78.4,2.08,349.3,180.13,0.52
West Bengal,2011,Wheat,16.9,1026.0,88.5,6.12,124.1,19.3,33.6,1.61,228.2,365.21,1.6
Tamil Nadu,2010,Sugarcane,26.8,254.5,83.9,7.94,49.9,70.0,70.5,0.87,276.4,11108.31,40.18
Madhya Pradesh,2023,Groundnut,35.1,762.2,49.0,8.14,83.2,18.2,21.1,1.26,169.3,103.73,0.61
Uttar Pradesh,2017,Maize,34.7,1382.1,87.8,8.12,79.6,16.8,99.8,1.82,123.5,296.79,2.4
Karnataka,2020,Maize,34.0,725.3,78.7,7.82,65.3,32.6,17.2,0.36,36.5,85.45,2.34
Rajasthan,2012,Sugarcane,23.7,592.0,80.2,6.13,126.3,54.5,76.8,0.96,432.5,22389.86,51.77
Maharashtra,2016,Sugarcane,26.3,1342.1,30.9,5.14,34.2,59.8,58.7,2.09,305.6,11284.27,36.92
Maharashtra,2010,Rice,29.9,466.1,87.3,5.84,74.0,71.7,17.7,1.13,491.4,1048.16,2.13
Maharashtra,2010,Sugarcane,39.3,2011.0,76.7,7.57,75.6,47.9,12.4,1.64,425.4,16535.54,38.87
Rajasthan,2021,Wheat,23.2,1236.7,76.1,5.43,80.9,37.5,42.6,0.42,434.9,312.04,0.72
Madhya Pradesh,2018,Cotton,38.1,1456.0,34.9,6.41,132.0,35.1,82.2,1.99,299.3,470.51,1.57
Tamil Nadu,2021,Wheat,21.7,411.1,44.0,6.76,48.4,69.3,13.7,0.43,41.4,79.47,1.92
Uttar Pradesh,2017,Groundnut,39.7,845.2,87.7,6.92,33.4,60.7,73.4,2.18,456.8,573.58,1.26
Rajasthan,2021,Sugarcane,31.8,1054.7,60.0,8.24,100.3,73.4,69.0,0.45,59.8,2735.53,45.73
Karnataka,2022,Maize,26.6,2030.1,53.9,7.15,42.6,77.5,33.9,2.25,259.1,506.76,1.96
Tamil Nadu,2012,Wheat,30.3,1936.9,80.4,7.65,29.7,31.0,17.0,1.04,428.6,310.22,0.72
Karnataka,2015,Maize,21.8,596.3,35.2,6.83,75.5,47.1,92.4,1.64,236.7,1288.08,5.44
Tamil Nadu,2020,Wheat,21.9,1559.6,55.0,7.83,48.6,54.2,37.0,2.15,83.7,102.92,1.23
Madhya Pradesh,2012,Maize,17.8,646.5,52.5,5.55,67.0,21.5,20.0,0.22,187.2,370.93,1.98
West Bengal,2022,Soybean,17.9,2471.2,51.0,5.34,53.8,13.7,71.3,0.81,494.2,176.03,0.36
Karnataka,2021,Wheat,23.7,2382.7,48.5,8.21,32.0,70.7,29.5,2.29,499.9,430.61,0.86
Rajasthan,2013,Groundnut,34.1,1430.0,42.6,7.27,92.8,47.5,52.8,1.09,355.7,219.08,0.62
Tamil Nadu,2010,Maize,30.2,1762.3,40.4,7.19,23.5,50.0,14.5,1.82,444.1,522.13,1.18
Maharashtra,2014,Cotton,17.6,2013.5,68.4,6.37,145.6,48.8,99.4,0.52,23.1,17.62,0.76
Gujarat,2010,Groundnut,36.3,1816.4,85.2,6.01,64.4,62.8,50.3,1.76,138.7,96.51,0.7
Maharashtra,2022,Rice,30.0,1764.6,60.5,6.72,110.4,20.2,99.9,0.37,185.1,759.47,4.1
Punjab,2010,Wheat,39.0,2398.5,47.9,4.98,125.3,53.0,44.7,1.85,7.0,5.51,0.79
West Bengal,2019,Cotton,31.8,1511.3,39.5,6.32,56.3,42.9,41.3,0.94,189.1,137.99,0.73
West Bengal,2020,Rice,19.4,1608.9,79.8,6.32,117.3,72.8,92.3,1.27,47.4,233.43,4.92
Maharashtra,2020,Wheat,26.8,2130.7,88.3,6.65,128.2,46.4,39.7,0.58,259.2,293.31,1.13
Uttar Pradesh,2023,Cotton,31.2,1691.2,50.9,7.04,51.4,76.0,48.9,1.64,3.2,2.78,0.87
Madhya Pradesh,2016,Cotton,15.7,1845.7,47.5,8.33,149.0,34.7,17.0,0.98,136.0,49.34,0.36
Karnataka,2021,Groundnut,15.4,623.7,66.1,7.11,22.7,77.7,96.0,1.08,433.3,738.57,1.7
Rajasthan,2015,Soybean,18.2,959.6,76.5,8.03,48.2,71.3,17.7,1.7,107.3,120.51,1.12
West Bengal,2011,Cotton,21.3,410.9,57.3,6.73,121.4,50.9,79.4,0.61,33.4,54.22,1.63
Maharashtra,2023,Soybean,25.7,1289.1,67.8,7.01,45.2,34.8,58.5,2.16,125.6,152.22,1.21
Maharashtra,2020,Sugarcane,27.2,1166.5,73.0,4.78,110.8,36.3,15.5,1.9,414.0,11942.87,28.85
Madhya Pradesh,2021,Groundnut,18.5,2493.0,87.6,5.03,131.2,64.1,10.2,1.53,294.0,103.68,0.35
Madhya Pradesh,2011,Maize,31.8,1547.5,39.9,6.82,144.7,50.6,94.2,0.5,293.5,1144.2,3.9
Haryana,2020,Groundnut,29.9,1976.8,89.8,6.08,81.7,38.1,76.8,1.78,1.3,1.04,0.81
Haryana,2016,Rice,22.4,868.3,53.5,7.7,146.2,54.5,71.8,0.24,236.6,894.87,3.78
Uttar Pradesh,2010,Maize,15.3,2087.3,73.4,6.67,73.5,61.3,49.5,2.05,133.5,286.3,2.14
Uttar Pradesh,2022,Maize,16.9,1557.0,64.3,8.03,48.4,11.6,31.5,0.9,168.8,171.84,1.02
Punjab,2011,Soybean,24.8,1757.6,59.2,8.39,86.8,16.3,71.2,0.47,299.7,160.87,0.54
Uttar Pradesh,2021,Maize,18.8,771.4,71.9,5.09,104.5,16.6,64.7,0.58,437.3,1142.73,2.61
Tamil Nadu,2017,Cotton,24.4,1394.2,53.7,6.08,79.5,26.2,75.4,2.42,91.6,125.19,1.37
Madhya Pradesh,2015,Soybean,30.7,1603.4,37.6,7.16,93.7,39.9,42.9,1.98,384.3,365.71,0.95
Rajasthan,2023,Maize,28.7,1493.3,59.3,5.72,74.1,66.3,98.8,0.75,25.4,103.29,4.07
Tamil Nadu,2011,Soybean,20.8,2292.2,61.3,5.57,88.2,34.6,16.0,2.42,164.0,108.29,0.66
Karnataka,2016,Sugarcane,23.6,2250.8,42.1,7.75,143.8,11.2,17.2,0.52,110.2,4050.33,36.74
Maharashtra,2013,Soybean,30.4,2428.9,86.1,8.42,85.0,43.8,92.5,1.89,457.9,351.88,0.77
Uttar Pradesh,2011,Wheat,36.5,1685.2,43.6,7.6,52.9,79.8,68.3,1.71,89.8,102.5,1.14
Maharashtra,2021,Cotton,33.8,2431.2,54.6,6.59,118.6,34.4,39.4,2.09,289.7,255.65,0.88
West Bengal,2015,Rice,28.8,2089.6,39.3,6.27,63.9,77.3,78.6,1.08,83.2,325.39,3.91
Punjab,2020,Wheat,24.1,713.5,62.1,6.66,126.1,17.1,50.7,1.12,237.3,785.12,3.31
West Bengal,2018,Wheat,24.1,1097.2,48.5,6.35,27.4,22.1,11.9,1.64,207.3,225.24,1.09
Punjab,2020,Wheat,37.0,634.1,59.4,6.51,63.2,60.7,68.6,1.12,21.6,47.4,2.19
Haryana,2018,Maize,16.0,60.3,43.5,5.31,32.3,45.1,31.9,0.3,413.1,324.63,0.79
Maharashtra,2023,Soybean,39.7,510.7,33.2,8.11,31.1,63.6,20.4,1.88,390.3,277.91,0.71
Punjab,2017,Soybean,31.6,59.9,76.8,7.52,105.6,70.4,30.3,1.67,139.7,205.12,1.47
Gujarat,2012,Groundnut,32.0,1813.6,68.5,7.22,70.1,27.6,52.9,1.17,307.4,146.25,0.48
Tamil Nadu,2012,Maize,15.9,1092.6,50.4,8.3,133.3,57.8,14.5,0.9,182.0,456.66,2.51
Punjab,2011,Cotton,30.1,815.8,32.8,5.64,87.1,52.5,89.5,0.94,384.8,1004.9,2.61
Punjab,2014,Maize,27.1,1916.2,81.9,4.82,58.4,70.3,60.4,1.9,346.5,473.47,1.37
Tamil Nadu,2023,Maize,17.6,2089.6,40.2,7.8,113.7,40.1,36.4,1.88,46.1,79.45,1.72
Maharashtra,2021,Maize,21.9,2439.5,85.8,8.49,101.1,13.6,71.8,2.08,422.2,620.34,1.47
Maharashtra,2023,Cotton,37.3,1622.9,58.7,6.81,123.9,50.2,82.4,1.95,90.5,115.99,1.28
Tamil Nadu,2013,Groundnut,28.7,1180.7,50.4,4.74,103.7,77.1,65.3,1.94,87.9,83.28,0.95
West Bengal,2016,Cotton,25.3,797.9,74.5,7.62,41.7,11.0,28.2,0.78,367.1,374.99,1.02
Gujarat,2013,Sugarcane,16.8,594.7,82.6,4.79,107.1,26.8,19.9,0.43,92.4,1546.52,16.73
Rajasthan,2018,Groundnut,32.9,571.7,52.2,6.66,70.9,32.1,87.4,1.95,62.1,100.08,1.61
Karnataka,2021,Sugarcane,32.6,1052.5,54.4,5.61,80.2,63.6,31.1,0.43,168.5,7828.87,46.47
Gujarat,2021,Sugarcane,30.4,2479.9,56.0,8.16,139.8,32.6,11.8,2.46,419.5,17755.15,42.32
Maharashtra,2011,Sugarcane,27.8,52.1,85.3,6.31,66.8,26.7,67.9,2.21,89.2,3041.09,34.08
Rajasthan,2020,Soybean,25.8,533.2,71.6,8.09,99.6,55.4,23.8,1.43,170.2,260.46,1.53
Haryana,2023,Wheat,29.8,511.6,44.9,5.7,67.3,13.2,99.2,1.01,143.8,366.35,2.55
Uttar Pradesh,2015,Wheat,20.8,1806.9,41.1,6.05,32.3,21.9,88.3,1.41,178.7,168.08,0.94
Punjab,2016,Sugarcane,38.5,913.6,43.8,8.29,79.0,38.6,64.8,1.89,357.4,10894.32,30.48
Tamil Nadu,2013,Sugarcane,29.7,1170.3,45.8,5.31,97.6,34.9,85.0,1.94,203.3,7895.92,38.83
Tamil Nadu,2022,Rice,22.8,414.1,43.8,6.81,73.0,34.3,52.3,0.37,380.0,588.35,1.55
Punjab,2015,Wheat,26.2,1042.2,69.5,6.05,70.8,17.6,81.0,2.05,320.6,677.27,2.11
Uttar Pradesh,2016,Rice,35.1,302.8,37.0,7.6,126.6,35.3,68.2,1.68,181.2,412.95,2.28
Karnataka,2013,Groundnut,19.0,1356.0,53.2,5.02,23.9,65.9,12.6,0.29,216.7,44.14,0.2
Uttar Pradesh,2017,Rice,22.3,289.9,67.5,6.25,58.4,39.0,95.4,0.92,352.1,877.67,2.49
